Application Name:	ZOOMA (Automatic Ontology Mapper)
Version:	2.0
Run at:	20:28.03, 13.06.20
Run from:	http://www.ebi.ac.uk/fgpt/zooma


PROPERTY TYPE	PROPERTY VALUE	ONTOLOGY TERM LABEL(S)	ONTOLOGY TERM SYNONYM(S)	CONFIDENCE	ONTOLOGY TERM(S)	ONTOLOGY(S)	SOURCE(S)	STUDY
[NO TYPE]	Mood disorders	mood disorder		Good	EFO_0004247	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Personality disorders	Personality disorder		Good	HP_0012075	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Schizophrenia or delusion	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Schizophrenia or delusion	treatment refractory schizophrenia		Medium	EFO_0004609	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Nonorganic sleeping disorders	perceptual disorders		Medium	MONDO_0024417	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Nonorganic sleeping disorders	communication disorder		Medium	MONDO_0002182	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	Nasal speech		Medium	HP_0001611	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	linguistic error measurement, specific language impairment	; 	Medium	EFO_0007798, EFO_1001510	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	absent or delayed speech development		Medium	EFO_0009083	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	Speech apraxia		Medium	HP_0011098	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	Absent speech		Medium	HP_0001344	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	Childhood apraxia of speech		Medium	Orphanet_209908	http://www.orpha.net/ORDO/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	Neurological speech impairment		Medium	HP_0002167	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	Speech articulation difficulties		Medium	HP_0009088	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	CN232368		Medium	CN232368	http://identifiers.org/medgen/	https://www.ncbi.nlm.nih.gov/clinvar	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	Slurred speech		Medium	HP_0001350	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Speech and linguistic disorders	Delayed speech and language development		Medium	HP_0000750	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Substance abuse	substance abuse		Good	MONDO_0002491	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cutaneous abscess, furuncle and carbuncle	Cutaneous abscess		High	HP_0031292	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acne	acne		High	EFO_0003894	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acne vulgaris	acne		Good	EFO_0003894	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Actinic keratosis	actinic keratosis		High	EFO_0002496	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Alergic contact dermatitis	contact dermatitis		Good	EFO_0005319	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Atopic dermatitis	atopic eczema		High	EFO_0000274	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Atrophic disorders of skin	skin atrophy		High	EFO_1000766	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other bullous disorders	bullous pemphigoid		Medium	EFO_0007187	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other bullous disorders	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Bullous disorders	bullous pemphigoid		Good	EFO_0007187	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cellulitis	cellulitis		High	EFO_0003035	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic ulcer of skin, not elsewhere classified	chronic ulcer of skin		Medium	EFO_0007066	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic ulcer of skin, not elsewhere classified	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Corns and callosities	Hereditary painful callosities		High	Orphanet_79141	http://www.orpha.net/ORDO/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Decubitus ulcer and pressure area	decubitus ulcer		Good	EFO_0007067	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis and eczema	atopic eczema		Medium	EFO_0000274	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis and eczema	Eczema		Medium	HP_0000964	http://purl.obolibrary.org/obo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis and eczema	seborrheic dermatitis		Medium	EFO_1000764	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis and eczema	contact dermatitis due to nickel		Medium	EFO_0005320	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis and eczema	Eczema		Medium	HP_0000964	http://purl.obolibrary.org/obo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis and eczema	recalcitrant atopic dermatitis		Medium	EFO_1000651	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis and eczema	Eczema, allergic rhinitis	; 	Medium	HP_0000964, EFO_0005854	http://purl.obolibrary.org/obo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis and eczema	allergy		Medium	EFO_0003785	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis and eczema	atopic eczema		Medium	EFO_0000274	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis and eczema	Eczema, asthma, allergic rhinitis	; ; 	Medium	HP_0000964, EFO_0000270, EFO_0005854	http://purl.obolibrary.org/obo/, http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	arthritis		Medium	EFO_0005856	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	aneurysm		Medium	EFO_0009659	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	rickettsiosis		Medium	EFO_1001162	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	contact dermatitis		Medium	EFO_0005319	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	osteoarthritis		Medium	EFO_0002506	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	enthesopathy		Medium	EFO_0009666	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	mononeuropathy		Medium	EFO_0009558	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	bone disease		Medium	EFO_0004260	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	liver disease		Medium	EFO_0001421	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	anemia (phenotype)		Medium	EFO_0004272	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	arthritis		Medium	EFO_0005856	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	aneurysm		Medium	EFO_0009659	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	rickettsiosis		Medium	EFO_1001162	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	contact dermatitis		Medium	EFO_0005319	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	osteoarthritis		Medium	EFO_0002506	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	enthesopathy		Medium	EFO_0009666	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	mononeuropathy		Medium	EFO_0009558	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	bone disease		Medium	EFO_0004260	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	liver disease		Medium	EFO_0001421	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified dermatitis	anemia (phenotype)		Medium	EFO_0004272	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Nummular dermatitis	contact dermatitis		Good	EFO_0005319	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of skin appendages	skin disease		Medium	EFO_0000701	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of skin appendages	inflammatory skin disease		Medium	EFO_1000636	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other epidermal thickening	Epidermal thickening		High	HP_0011368	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified epidermal thickening	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified epidermal thickening	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Erythema nodosum	Erythema nodosum		High	HP_0012219	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other erythematous conditions	skin disease		High	EFO_0000701	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified erythematous conditions	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified erythematous conditions	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other follicular disorders	folliculitis		High	EFO_1000702	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Follicular cysts of skin and subcutaneous tissue	Follicular Cyst		High	EFO_1001329	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified follicular disorders	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified follicular disorders	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Granulomatous disorders of skin and subcutaneous tissue	granulomatous dermatitis		High	EFO_1000705	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hypertrophic disorders of skin	skin disease		High	EFO_0000701	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hypertrophic scar	postburn hypertrophic scarring severity measurement		Good	EFO_0007747	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Impetigo	impetigo		Good	EFO_1000714	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Impetigo	HP_0000983		Good	HP_0000983	http://purl.obolibrary.org/obo/	https://www.targetvalidation.org	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Infective dermatitis	dermatitis		Medium	MONDO_0002406	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Infective dermatitis	infective endocarditis		Medium	MONDO_0000565	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Infections of the skin and subcutaneous tissue	Subcutaneous nodule		Medium	HP_0001482	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Infections of the skin and subcutaneous tissue	Abnormal subcutaneous fat tissue distribution		Medium	HP_0007552	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified local infections of skin and subcutaneous tissue	lipoma		Good	EFO_0000759	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other local infections of skin and subcutaneous tissue	skin disease		High	EFO_0000701	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatitis due to substances taken internally	Eczema		High	HP_0000964	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lichen planus	lichen planus		High	EFO_1000726	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lichen sclerosus et atrophicus	lichen sclerosus et atrophicus		Good	MONDO_0007899	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lichen simplex chronicus	lichen disease		Good	EFO_1000724	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lichen simplex chronicus and prurigo	lichen disease		High	EFO_1000724	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute lymphadenitis	Lymphadenitis		High	HP_0002840	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Nail disorders	Genetic nail anomaly		High	Orphanet_183454	http://www.orpha.net/ORDO/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ingrowing nail	nail		Medium	UBERON_0001705	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ingrowing nail	Pterygium of nails		Medium	HP_0002165	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Skin changes due to chronic exposure to nonionizing radiation	radiation-induced disorder		High	EFO_0009565	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other acute skin changes due to ultraviolet radiation	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other acute skin changes due to ultraviolet radiation	pneumonia		Medium	EFO_0003106	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified acute skin changes due to ultraviolet radiation	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified acute skin changes due to ultraviolet radiation	asthma		Medium	EFO_0000270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other contact dermatitis	contact dermatitis		Good	EFO_0005319	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of skin and subcutaneous tissue, not elsewhere classified	skin disease		High	EFO_0000701	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of skin and subcutaneous tissue	skin disease		Good	EFO_0000701	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of pigmentation	pigmentation disease		High	EFO_1000755	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Papulosquamous disorders	communication disorder		Medium	MONDO_0002182	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Papulosquamous disorders	perceptual disorders		Medium	MONDO_0024417	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Pilonidal cyst	Pilonidal abscess		High	HP_0010771	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Pruritus	Pruritus		High	HP_0000989	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Psoriasis	psoriasis		High	EFO_0000676	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Arthropathic psoriasis	psoriatic arthritis		Good	EFO_0003778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified psoriasis	psoriasis		Medium	EFO_0000676	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified psoriasis	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Pustulosis palmaris et plantaris	psoriasis		Good	EFO_0000676	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Psoriasis vulgaris	psoriasis vulgaris		High	EFO_1001494	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Radiation-related disorders of the skin and subcutaneous tissue	skin disease		Good	EFO_0000701	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Rosacea	rosacea		High	EFO_1000760	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspcified rosacea	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Scar conditions and fibrosis of skin	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Seborrhoeic dermatitis	seborrheic dermatitis		High	EFO_1000764	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Seborrhoeic keratosis	seborrheic keratosis		High	EFO_0005584	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of the skin and subcutaneous tissue	skin disease		Good	EFO_0000701	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified disorders of skin and subcutaneous tissue	lipoma		Good	EFO_0000759	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ulcer of lower limb, not elsewhere classified	ulcer of lower limb		High	EFO_0007068	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Urticaria	urticaria		Good	EFO_0005531	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Urticaria	vibratory urticaria		Good	EFO_1000775	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Urticaria and erythema	vibratory urticaria		Medium	EFO_1000775	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Urticaria and erythema	urticaria, response to non-steroidal anti-inflammatory, angioedema	; ; 	Medium	EFO_0005531, EFO_0005533, EFO_0005532	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Urticaria and erythema	erythema multiforme		Medium	EFO_1000694	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Urticaria and erythema	Muckle-Wells syndrome		Medium	Orphanet_575	http://www.orpha.net/ORDO/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Urticaria and erythema	Epidermolysis bullosa simplex with circinate migratory erythema		Medium	Orphanet_158681	http://www.orpha.net/ORDO/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Urticaria and erythema	Erythema nodosum, inflammatory bowel disease	; 	Medium	HP_0012219, EFO_0003767	http://purl.obolibrary.org/obo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Urticaria and erythema	Familial cold urticaria		Medium	Orphanet_47045	http://www.orpha.net/ORDO/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Allergic urticaria	allergic urticaria		Good	EFO_1000669	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatographic urticaria	dermatographia		Good	EFO_1000685	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
