"","id","sample.size","ncase","ncontrol","sex","category","subcategory","unit","group_name","build","consortium","year","population","trait","pmid","filename","nsnp","delimiter","header","mr","chr_col","pos_col","oa_col","ea_col","snp_col","pval_col","beta_col","se_col","eaf_col"
"1291","finn-a-N14_CHRONEPHROPATH",95254,256,94998,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Chronic nephritic syndrome",NA,"finngen_r2_N14_CHRONEPHROPATH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1292","finn-a-N14_CHRONKIDNEYDIS",95936,1023,94913,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Chronic kidney disease",NA,"finngen_r2_N14_CHRONKIDNEYDIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1293","finn-a-N14_CHRONTUBULOINTNEPHRITIS",91812,249,91563,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Chronic tubulo-interstitial nephritis",NA,"finngen_r2_N14_CHRONTUBULOINTNEPHRITIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1294","finn-a-N14_CYSTITIS",90618,2938,87680,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cystitis",NA,"finngen_r2_N14_CYSTITIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1295","finn-a-N14_CYSTKID",96259,276,95983,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cyst of kidney",NA,"finngen_r2_N14_CYSTKID.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1296","finn-a-N14_DIALYSIS",95049,136,94913,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Dialysis",NA,"finngen_r2_N14_DIALYSIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1297","finn-a-N14_DYSPLACERVUT",33367,1614,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Dysplasia of cervi uteri",NA,"finngen_r2_N14_DYSPLACERVUT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1298","finn-a-N14_ENDOMETRIOSIS",35133,3380,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endometriosis",NA,"finngen_r2_N14_ENDOMETRIOSIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1299","finn-a-N14_ENDOMETRIOSIS_NOS",32289,536,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Unspecified/other endometriosis",NA,"finngen_r2_N14_ENDOMETRIOSIS_NOS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1300","finn-a-N14_ENDOMETRIOSIS_OVARY",33101,1348,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endometriosis of ovary",NA,"finngen_r2_N14_ENDOMETRIOSIS_OVARY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1301","finn-a-N14_ENDOMETRIOSIS_PELVICPERITONEUM",32928,1175,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endometriosis of pelvic peritoneum",NA,"finngen_r2_N14_ENDOMETRIOSIS_PELVICPERITONEUM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1302","finn-a-N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA",32290,537,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endometriosis of rectovaginal septum and vagina",NA,"finngen_r2_N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1303","finn-a-N14_ENDOMETRIOSIS_UTERUS",32638,885,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endometriosis of uterus",NA,"finngen_r2_N14_ENDOMETRIOSIS_UTERUS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1304","finn-a-N14_EROSECTROPUT",31969,216,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Erosion and ectropion of cervix uteri",NA,"finngen_r2_N14_EROSECTROPUT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1305","finn-a-N14_FEMALEGENINF",54262,4623,49639,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Inflammatory diseases of female pelvic organs",NA,"finngen_r2_N14_FEMALEGENINF.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1306","finn-a-N14_FEMALEGENNONINF",54262,22509,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Noninflammatory disorders of female genital tract",NA,"finngen_r2_N14_FEMALEGENNONINF.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1307","finn-a-N14_FEMALEINFERT",34180,2427,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Female infertility",NA,"finngen_r2_N14_FEMALEINFERT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1308","finn-a-N14_FEMGENPAIN",32970,1217,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Pain and other conditions associated with female genital organs and menstrual cycle",NA,"finngen_r2_N14_FEMGENPAIN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1309","finn-a-N14_FEMGENPROL",35396,3643,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Female genital prolapse",NA,"finngen_r2_N14_FEMGENPROL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1310","finn-a-N14_FIANOV",52205,370,51835,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Female infertility, associated with anovulation",NA,"finngen_r2_N14_FIANOV.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1311","finn-a-N14_FIOTHNAS",96216,2151,94065,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Female infertility, cervigal, vaginal, other or unspecified origin",NA,"finngen_r2_N14_FIOTHNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1312","finn-a-N14_FITUB",52128,293,51835,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Female infertility, tubal origin",NA,"finngen_r2_N14_FITUB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1313","finn-a-N14_GENITOURINARY",96499,41372,55127,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Genitourinary diseases",NA,"finngen_r2_N14_GENITOURINARY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1314","finn-a-N14_GENITOUROTH",96499,606,95893,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of the genitourinary system",NA,"finngen_r2_N14_GENITOUROTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1315","finn-a-N14_GLOMEINOTH",95511,513,94998,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Glomerular disorders in diseases classified elsewhere",NA,"finngen_r2_N14_GLOMEINOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1316","finn-a-N14_GLOMERULAR",96499,1501,94998,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Glomerular diseases",NA,"finngen_r2_N14_GLOMERULAR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1317","finn-a-N14_HYDROCELE",34838,1057,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hydrocele",NA,"finngen_r2_N14_HYDROCELE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1318","finn-a-N14_HYDRONEPHR",92027,464,91563,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hydronephrosis",NA,"finngen_r2_N14_HYDRONEPHR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1319","finn-a-N14_HYPERTROPHYBREAST",51621,854,50767,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypertrophy of breast",NA,"finngen_r2_N14_HYPERTROPHYBREAST.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1320","finn-a-N14_IMPOTENCE",33975,194,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Impotence",NA,"finngen_r2_N14_IMPOTENCE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1321","finn-a-N14_INFCERVIX",50088,449,49639,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Inflammatory disease of cervix uteri",NA,"finngen_r2_N14_INFCERVIX.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1322","finn-a-N14_INFLAMMBREAST",51060,293,50767,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Inflammatory disorders of breast",NA,"finngen_r2_N14_INFLAMMBREAST.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1323","finn-a-N14_INFLUTH",50451,812,49639,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Inflammatory disease of uterus",NA,"finngen_r2_N14_INFLUTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1324","finn-a-N14_ISOLPROTEINURIA",95143,145,94998,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Isolated proteinuria with specified morphological lesion",NA,"finngen_r2_N14_ISOLPROTEINURIA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1325","finn-a-N14_KIDUROTH",96499,516,95983,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of kidney and ureter",NA,"finngen_r2_N14_KIDUROTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1326","finn-a-N14_LUMPNASBREAST",51750,983,50767,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Unspecified lump in breast",NA,"finngen_r2_N14_LUMPNASBREAST.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1327","finn-a-N14_MALEGEN",42237,8456,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diseases of male genital organs",NA,"finngen_r2_N14_MALEGEN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1328","finn-a-N14_MALEINFERT",34020,239,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Male infertility",NA,"finngen_r2_N14_MALEINFERT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1329","finn-a-N14_MENOPAUSOT",32222,469,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other menopausal disorders",NA,"finngen_r2_N14_MENOPAUSOT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1330","finn-a-N14_MESNRUIRREG",39206,7453,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Excessive, freguent and irrelgular menstruation",NA,"finngen_r2_N14_MESNRUIRREG.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1331","finn-a-N14_NEPHRITICNAS",95495,497,94998,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Unspesified nephritic syndrome",NA,"finngen_r2_N14_NEPHRITICNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1332","finn-a-N14_NEPHROTICSYND",95135,137,94998,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Nephrotic syndrome",NA,"finngen_r2_N14_NEPHROTICSYND.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1333","finn-a-N14_NEUROMUSCDYSBLADD",88118,438,87680,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Neuromuscular dysfuntion of bladder",NA,"finngen_r2_N14_NEUROMUSCDYSBLADD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1334","finn-a-N14_OBSTRUREFLUROPATH",92134,571,91563,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other obstructive and reflux uropathy",NA,"finngen_r2_N14_OBSTRUREFLUROPATH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1335","finn-a-N14_OLIGOMEN",31990,237,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Oligomenorrhoea",NA,"finngen_r2_N14_OLIGOMEN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1336","finn-a-N14_ORHCEPINDIDYMITIS",34287,506,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Orchitis and epididymitis",NA,"finngen_r2_N14_ORHCEPINDIDYMITIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1337","finn-a-N14_OTHBLADD",88192,512,87680,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of  bladder",NA,"finngen_r2_N14_OTHBLADD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1338","finn-a-N14_OTHDISMALEGEN",33956,175,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of male genital organs",NA,"finngen_r2_N14_OTHDISMALEGEN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1339","finn-a-N14_OTHETNASKIDUR",96118,135,95983,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other specified disorders of kidney and ureter",NA,"finngen_r2_N14_OTHETNASKIDUR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1340","finn-a-N14_OTHFEMPELINF",50846,1207,49639,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other female pelvic inflammatory diseases",NA,"finngen_r2_N14_OTHFEMPELINF.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1341","finn-a-N14_OTHINFVAGVULV",49841,202,49639,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other inflammation of vagina/vulva",NA,"finngen_r2_N14_OTHINFVAGVULV.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1342","finn-a-N14_OTHNONINFCERVIX",32075,322,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other noninflammatory disorders of cervix uteri",NA,"finngen_r2_N14_OTHNONINFCERVIX.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1343","finn-a-N14_OTHNONINFOVA",31914,161,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other and unspesified noninflammatory disorders of ovary, fallopian tube and broad ligament",NA,"finngen_r2_N14_OTHNONINFOVA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1344","finn-a-N14_OTHNONINFUTER",34101,2348,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other noninflammatory disorders of uterus, except cervix",NA,"finngen_r2_N14_OTHNONINFUTER.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1345","finn-a-N14_OTHNONINFVAG",32230,477,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other noninflammatory disorders of vagina",NA,"finngen_r2_N14_OTHNONINFVAG.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1346","finn-a-N14_OTHNONINFVULV",32199,446,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other noninflammatory disorders of vulva and perineum",NA,"finngen_r2_N14_OTHNONINFVULV.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1347","finn-a-N14_OTHPENIS",34222,441,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of penis",NA,"finngen_r2_N14_OTHPENIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1348","finn-a-N14_OVARYCYST",36093,4340,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Ovarian cyst",NA,"finngen_r2_N14_OVARYCYST.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1349","finn-a-N14_PHIMOSIS",35305,1524,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Redundant prepuce, phimosis and paraphimosis",NA,"finngen_r2_N14_PHIMOSIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1350","finn-a-N14_POLYPFEMGEN",34804,3051,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Polyp of the female genital tract",NA,"finngen_r2_N14_POLYPFEMGEN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1351","finn-a-N14_POSTMENATRVAG",31974,221,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Postmenopausal atrophic vaginitsi",NA,"finngen_r2_N14_POSTMENATRVAG.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1352","finn-a-N14_POSTMENBLEED",34048,2295,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Postmenopausal bleeding",NA,"finngen_r2_N14_POSTMENBLEED.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1353","finn-a-N14_PROHERNOV",32099,346,31753,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Prolapse and hernia of ovary and fallopian tube",NA,"finngen_r2_N14_PROHERNOV.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1354","finn-a-N14_PROSTAOTH",33994,213,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of prostate",NA,"finngen_r2_N14_PROSTAOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1355","finn-a-N14_PROSTATITIS",34490,709,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Inflammatory diseases of prostate (prostatitis)",NA,"finngen_r2_N14_PROSTATITIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1356","finn-a-N14_PROSTHYPERPLA",38401,4620,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hyperplasia of prostate",NA,"finngen_r2_N14_PROSTHYPERPLA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1357","finn-a-N14_PYELONEPHR",95601,4038,91563,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Acute tubulo-interstitial nephritis",NA,"finngen_r2_N14_PYELONEPHR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1358","finn-a-N14_RENALTUB",96499,4936,91563,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Renal tubulo-intestitial diseases",NA,"finngen_r2_N14_RENALTUB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1359","finn-a-N14_RENALTUBULOOTH",91708,145,91563,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other renal tubulo-interstitial diseases",NA,"finngen_r2_N14_RENALTUBULOOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1360","finn-a-N14_RENFAIL",96499,1586,94913,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Renal failure",NA,"finngen_r2_N14_RENFAIL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1361","finn-a-N14_RENFAILNAS",95190,277,94913,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Unspesified kidney failure",NA,"finngen_r2_N14_RENFAILNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1362","finn-a-N14_SALPHOOPH",51002,1363,49639,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Salphingitis and oophoritis",NA,"finngen_r2_N14_SALPHOOPH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1363","finn-a-N14_SPERMATOCELE",34224,443,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Spermatocele",NA,"finngen_r2_N14_SPERMATOCELE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1364","finn-a-N14_TORSIOTEST",33924,143,33781,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Torsion of testis",NA,"finngen_r2_N14_TORSIOTEST.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1365","finn-a-N14_TUBULOINTNEPHRNAS",91974,411,91563,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Tubulo-interstitial nephritis, not spesified as acute or chronic",NA,"finngen_r2_N14_TUBULOINTNEPHRNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1366","finn-a-N14_URETHRALSTRICT",87948,268,87680,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Urethral stricture",NA,"finngen_r2_N14_URETHRALSTRICT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1367","finn-a-N14_URETHRAOTH",93684,6004,87680,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of urethra and urinary system",NA,"finngen_r2_N14_URETHRAOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1368","finn-a-N14_URINOTH",96499,8819,87680,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other diseases of urinary system",NA,"finngen_r2_N14_URINOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1369","finn-a-N14_UROLITHIASIS",96499,2052,94447,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Urolithiasis",NA,"finngen_r2_N14_UROLITHIASIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1370","finn-a-N14_VAGINITIS",50392,753,49639,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Vaginitis/vulvovaginitis/vulvitis/abscess of vulva",NA,"finngen_r2_N14_VAGINITIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1371","finn-a-N14_VULVOVAGINFINOTH",49839,200,49639,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Vulvovaginal ulceration/inflammation in other diseases",NA,"finngen_r2_N14_VULVOVAGINFINOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1372","finn-a-NAFLD",96499,272,96227,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Nonalcoholic fatty liver disease",NA,"finngen_r2_NAFLD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1373","finn-a-NECROVASC_FG",79328,253,79075,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other necrotizing vasculopathies (FG)",NA,"finngen_r2_NECROVASC_FG.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1374","finn-a-NEPHROPATHY_OPER",96499,324,96175,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Nephropathy related operations",NA,"finngen_r2_NEPHROPATHY_OPER.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1375","finn-a-NEURODEGOTH",66314,2024,64290,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other degenerative diseases of the nervous system",NA,"finngen_r2_NEURODEGOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1376","finn-a-NEURODIS",64351,32209,32142,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Neurological diseases",NA,"finngen_r2_NEURODIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1377","finn-a-NEURO_COMORBIDITIES",96499,63763,32736,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Co-morbidities of interest (NEURO)",NA,"finngen_r2_NEURO_COMORBIDITIES.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1378","finn-a-NONALLERG_ASTHMA",66906,1385,65521,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Non-allergic asthma",NA,"finngen_r2_NONALLERG_ASTHMA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1379","finn-a-NONALLERG_ASTHMA_EXMORE",66512,1385,65127,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Non-allergic asthma (mode)",NA,"finngen_r2_NONALLERG_ASTHMA_EXMORE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1380","finn-a-OFFICIAL_TILASTOKESKUS",96499,5044,91455,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Alcohol related diseases, tilastokeskus definition",NA,"finngen_r2_OFFICIAL_TILASTOKESKUS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1381","finn-a-OSTEOPOROSIS_FRACTURE_FG",79344,269,79075,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Osteoporosis with pathological fracture (FG)",NA,"finngen_r2_OSTEOPOROSIS_FRACTURE_FG.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1382","finn-a-OSTPOPATFRCTURE_POSTEMENO",96470,240,96230,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Postmenopausal osteoporosis with pathological fracture",NA,"finngen_r2_OSTPOPATFRCTURE_POSTEMENO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"1383","finn-a-OTHER_ANTIDEPRESSANTS",94443,11604,82839,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other antidepressants",NA,"finngen_r2_OTHER_ANTIDEPRESSANTS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
