phenocode	name	category	n_cases	n_controls	path_bucket	path_https
M13_PREPATELLARBURSITIS	Prepatellar bursitis	Musculoskeletal system and connective tissue	267	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_PREPATELLARBURSITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_PREPATELLARBURSITIS.gz
M13_PSORIARTH	Psoriatic arthropathies	Musculoskeletal system and connective tissue	540	67688	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_PSORIARTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_PSORIARTH.gz
M13_PYOGARTH	Pyogenic arthritis	Musculoskeletal system and connective tissue	399	67688	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_PYOGARTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_PYOGARTH.gz
M13_RADICULOPATHY	Radiculopathy	Musculoskeletal system and connective tissue	1246	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_RADICULOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_RADICULOPATHY.gz
M13_REACTARTH	Reactive arthropathies	Musculoskeletal system and connective tissue	574	67688	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_REACTARTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_REACTARTH.gz
M13_RECUDISLOCATIO	Recurrent dislocation and subluxation of joint	Musculoskeletal system and connective tissue	478	67688	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_RECUDISLOCATIO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_RECUDISLOCATIO.gz
M13_RHEUMA	Rheumatoid arthritis	Musculoskeletal system and connective tissue	2318	67688	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_RHEUMA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_RHEUMA.gz
M13_RHEUMATISM	Rheumatism, unspecified	Musculoskeletal system and connective tissue	1030	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_RHEUMATISM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_RHEUMATISM.gz
M13_ROTATORCUFF	Rotator cuff syndrome	Musculoskeletal system and connective tissue	5072	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_ROTATORCUFF.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_ROTATORCUFF.gz
M13_SACROCOGG	Sacrococcygeal disorders, not elsewhere classified	Musculoskeletal system and connective tissue	187	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SACROCOGG.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SACROCOGG.gz
M13_SACROILIITIS	Sacroiliitis, not elsewhere classified	Musculoskeletal system and connective tissue	203	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SACROILIITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SACROILIITIS.gz
M13_SCIATICA	Siatica+with lumbago	Musculoskeletal system and connective tissue	3464	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SCIATICA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SCIATICA.gz
M13_SCOLIOSIS	Scoliosis	Musculoskeletal system and connective tissue	418	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SCOLIOSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SCOLIOSIS.gz
M13_SHOULDER	Shoulder lesions	Musculoskeletal system and connective tissue	7517	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SHOULDER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SHOULDER.gz
M13_SHOULDERNAS	Other shoulder lesions	Musculoskeletal system and connective tissue	379	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SHOULDERNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SHOULDERNAS.gz
M13_SJOGREN	Sicca syndrome [Sjogren]	Musculoskeletal system and connective tissue	496	94550	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SJOGREN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SJOGREN.gz
M13_SLE	Systemic lupus erythematosus	Musculoskeletal system and connective tissue	170	94550	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SLE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SLE.gz
M13_SOFTOVERUSE	Soft tissue disorders related to use, overuse and pressure	Musculoskeletal system and connective tissue	1552	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SOFTOVERUSE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SOFTOVERUSE.gz
M13_SOFTTISSUE	Soft tissue disorders	Musculoskeletal system and connective tissue	19513	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SOFTTISSUE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SOFTTISSUE.gz
M13_SOFTTISSUENAS	Other specified/unspecified soft tissue disorders	Musculoskeletal system and connective tissue	360	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SOFTTISSUENAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SOFTTISSUENAS.gz
M13_SOFTTISSUEOTH	Other soft tissue disorders, not elsewhere classified	Musculoskeletal system and connective tissue	6485	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SOFTTISSUEOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SOFTTISSUEOTH.gz
M13_SPINENTHES	Spinal enthesopathy	Musculoskeletal system and connective tissue	270	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SPINENTHES.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SPINENTHES.gz
M13_SPININSTAB	Spinal instabilities	Musculoskeletal system and connective tissue	178	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SPININSTAB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SPININSTAB.gz
M13_SPINSTENOSIS	Spinal stenosis	Musculoskeletal system and connective tissue	3346	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SPINSTENOSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SPINSTENOSIS.gz
M13_SPONDYLINFLAMNAS	Other specified/unspecified inflammatory spondylopathies	Musculoskeletal system and connective tissue	251	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONDYLINFLAMNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONDYLINFLAMNAS.gz
M13_SPONDYLOLISTHESIS	Spondylolisthesis/Spondylolysis	Musculoskeletal system and connective tissue	991	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONDYLOLISTHESIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONDYLOLISTHESIS.gz
M13_SPONDYLOPATHY	Spondylopathies	Musculoskeletal system and connective tissue	7046	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONDYLOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONDYLOPATHY.gz
M13_SPONDYLOPATHYNAS	Other specified/unspecified spondylopathies	Musculoskeletal system and connective tissue	151	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONDYLOPATHYNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONDYLOPATHYNAS.gz
M13_SPONDYLOSIS	Spondylosis	Musculoskeletal system and connective tissue	3498	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONDYLOSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONDYLOSIS.gz
M13_SPONTRUPTSYNOTEND	Spontaneous rupture of synovium and tendon	Musculoskeletal system and connective tissue	401	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONTRUPTSYNOTEND.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SPONTRUPTSYNOTEND.gz
M13_SYNOTEND	Disorders of synovium and tendon	Musculoskeletal system and connective tissue	4025	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SYNOTEND.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SYNOTEND.gz
M13_SYSTCONNECT	Systemic connective tissue disorders	Musculoskeletal system and connective tissue	1949	94550	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_SYSTCONNECT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_SYSTCONNECT.gz
M13_TEMPARTERIT	Temporal arteritis	Musculoskeletal system and connective tissue	133	94550	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_TEMPARTERIT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_TEMPARTERIT.gz
M13_TENDOSYNOVITISNAS	Other/unspecified synovitis and tenosynovitis	Musculoskeletal system and connective tissue	633	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_TENDOSYNOVITISNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_TENDOSYNOVITISNAS.gz
M13_THORACISPINEPAIN	Pain in thoracic spine	Musculoskeletal system and connective tissue	871	74589	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_THORACISPINEPAIN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_THORACISPINEPAIN.gz
M13_TOEDEFORMOTH	Other deformities of toe(s)	Musculoskeletal system and connective tissue	190	67688	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_TOEDEFORMOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_TOEDEFORMOTH.gz
M13_TRIGGERFINGER	Trigger finger	Musculoskeletal system and connective tissue	745	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_TRIGGERFINGER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_TRIGGERFINGER.gz
M13_TROCHANTERICBURSITIS	Trochanteric bursitis	Musculoskeletal system and connective tissue	601	76986	gs://finngen-public-data-r2/summary_stats/finngen_r2_M13_TROCHANTERICBURSITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_M13_TROCHANTERICBURSITIS.gz
MACULAR_HOLE	Macular hole	Other	183	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_MACULAR_HOLE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_MACULAR_HOLE.gz
MACULAR_PUCKER	Macular pucker	Other	361	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_MACULAR_PUCKER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_MACULAR_PUCKER.gz
MACULA_NAS	Degenerative macular diseases	Other	670	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_MACULA_NAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_MACULA_NAS.gz
MAOI_A	Monoamine oxidase A inhibitors	Other	896	91901	gs://finngen-public-data-r2/summary_stats/finngen_r2_MAOI_A.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_MAOI_A.gz
MEMLOSS	Memory loss	Other	545	95954	gs://finngen-public-data-r2/summary_stats/finngen_r2_MEMLOSS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_MEMLOSS.gz
MENINGITIS	Meningitis	Other	309	32736	gs://finngen-public-data-r2/summary_stats/finngen_r2_MENINGITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_MENINGITIS.gz
MRI_NONSEL	Non-selective monoamine reuptake inhibitors	Other	3878	92621	gs://finngen-public-data-r2/summary_stats/finngen_r2_MRI_NONSEL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_MRI_NONSEL.gz
MUCOPROCT	Mucosal proctocolitis	Other	555	93624	gs://finngen-public-data-r2/summary_stats/finngen_r2_MUCOPROCT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_MUCOPROCT.gz
MULTIMORB	Multimorbidity	Other	35635	60864	gs://finngen-public-data-r2/summary_stats/finngen_r2_MULTIMORB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_MULTIMORB.gz
N14_ABNORMALBLEED	Other abnormal uterine and caginal bleeding	Genitourinary system	2784	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_ABNORMALBLEED.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_ABNORMALBLEED.gz
N14_ACUTENEPHRITIC	Acute nephritic syndrome	Genitourinary system	131	94998	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_ACUTENEPHRITIC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_ACUTENEPHRITIC.gz
N14_ACUTERENFAIL	Acute renal failure	Genitourinary system	584	94913	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_ACUTERENFAIL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_ACUTERENFAIL.gz
N14_AMENORRHEAPRIM	Amenorrhoea	Genitourinary system	459	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_AMENORRHEAPRIM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_AMENORRHEAPRIM.gz
N14_BARTHOABSCESS	Abscess of Bartholin gland	Genitourinary system	136	49639	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_BARTHOABSCESS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_BARTHOABSCESS.gz
N14_BARTHOCYS	Cyst of Bartholin Gland	Genitourinary system	224	49639	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_BARTHOCYS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_BARTHOCYS.gz
N14_BARTHOOTHNAS	Other and unspecified disease of Bartholin gland	Genitourinary system	217	49639	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_BARTHOOTHNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_BARTHOOTHNAS.gz
N14_BENIGNMAMDYSP	Benign mammary dysplasia	Genitourinary system	1257	50767	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_BENIGNMAMDYSP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_BENIGNMAMDYSP.gz
N14_BREAST	Disorders of breast	Genitourinary system	3495	50767	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_BREAST.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_BREAST.gz
N14_BREASTDISOTH	Other disorders of breast	Genitourinary system	594	50767	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_BREASTDISOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_BREASTDISOTH.gz
N14_CALCUKIDUR	Calculus of kidney and ureter	Genitourinary system	1921	94447	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_CALCUKIDUR.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_CALCUKIDUR.gz
N14_CALCULOWER	Calculus of lower urinary tract	Genitourinary system	223	94447	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_CALCULOWER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_CALCULOWER.gz
N14_CHRONEPHROPATH	Chronic nephritic syndrome	Genitourinary system	256	94998	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_CHRONEPHROPATH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_CHRONEPHROPATH.gz
N14_CHRONKIDNEYDIS	Chronic kidney disease	Genitourinary system	1023	94913	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_CHRONKIDNEYDIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_CHRONKIDNEYDIS.gz
N14_CHRONTUBULOINTNEPHRITIS	Chronic tubulo-interstitial nephritis	Genitourinary system	249	91563	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_CHRONTUBULOINTNEPHRITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_CHRONTUBULOINTNEPHRITIS.gz
N14_CYSTITIS	Cystitis	Genitourinary system	2938	87680	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_CYSTITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_CYSTITIS.gz
N14_CYSTKID	Cyst of kidney	Genitourinary system	276	95983	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_CYSTKID.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_CYSTKID.gz
N14_DIALYSIS	Dialysis	Genitourinary system	136	94913	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_DIALYSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_DIALYSIS.gz
N14_DYSPLACERVUT	Dysplasia of cervi uteri	Genitourinary system	1614	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_DYSPLACERVUT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_DYSPLACERVUT.gz
N14_ENDOMETRIOSIS	Endometriosis	Genitourinary system	3380	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS.gz
N14_ENDOMETRIOSIS_NOS	Unspecified/other endometriosis	Genitourinary system	536	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS_NOS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS_NOS.gz
N14_ENDOMETRIOSIS_OVARY	Endometriosis of ovary	Genitourinary system	1348	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS_OVARY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS_OVARY.gz
N14_ENDOMETRIOSIS_PELVICPERITONEUM	Endometriosis of pelvic peritoneum	Genitourinary system	1175	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS_PELVICPERITONEUM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS_PELVICPERITONEUM.gz
N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA	Endometriosis of rectovaginal septum and vagina	Genitourinary system	537	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA.gz
N14_ENDOMETRIOSIS_UTERUS	Endometriosis of uterus	Genitourinary system	885	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS_UTERUS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_ENDOMETRIOSIS_UTERUS.gz
N14_EROSECTROPUT	Erosion and ectropion of cervix uteri	Genitourinary system	216	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_EROSECTROPUT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_EROSECTROPUT.gz
N14_FEMALEGENINF	Inflammatory diseases of female pelvic organs	Genitourinary system	4623	49639	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_FEMALEGENINF.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_FEMALEGENINF.gz
N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	Genitourinary system	22509	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_FEMALEGENNONINF.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_FEMALEGENNONINF.gz
N14_FEMALEINFERT	Female infertility	Genitourinary system	2427	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_FEMALEINFERT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_FEMALEINFERT.gz
N14_FEMGENPAIN	Pain and other conditions associated with female genital organs and menstrual cycle	Genitourinary system	1217	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_FEMGENPAIN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_FEMGENPAIN.gz
N14_FEMGENPROL	Female genital prolapse	Genitourinary system	3643	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_FEMGENPROL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_FEMGENPROL.gz
N14_FIANOV	Female infertility, associated with anovulation	Genitourinary system	370	51835	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_FIANOV.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_FIANOV.gz
N14_FIOTHNAS	Female infertility, cervigal, vaginal, other or unspecified origin	Genitourinary system	2151	94065	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_FIOTHNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_FIOTHNAS.gz
N14_FITUB	Female infertility, tubal origin	Genitourinary system	293	51835	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_FITUB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_FITUB.gz
N14_GENITOURINARY	Genitourinary diseases	Genitourinary system	41372	55127	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_GENITOURINARY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_GENITOURINARY.gz
N14_GENITOUROTH	Other disorders of the genitourinary system	Genitourinary system	606	95893	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_GENITOUROTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_GENITOUROTH.gz
N14_GLOMEINOTH	Glomerular disorders in diseases classified elsewhere	Genitourinary system	513	94998	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_GLOMEINOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_GLOMEINOTH.gz
N14_GLOMERULAR	Glomerular diseases	Genitourinary system	1501	94998	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_GLOMERULAR.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_GLOMERULAR.gz
N14_HYDROCELE	Hydrocele	Genitourinary system	1057	33781	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_HYDROCELE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_HYDROCELE.gz
N14_HYDRONEPHR	Hydronephrosis	Genitourinary system	464	91563	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_HYDRONEPHR.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_HYDRONEPHR.gz
N14_HYPERTROPHYBREAST	Hypertrophy of breast	Genitourinary system	854	50767	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_HYPERTROPHYBREAST.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_HYPERTROPHYBREAST.gz
N14_IMPOTENCE	Impotence	Genitourinary system	194	33781	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_IMPOTENCE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_IMPOTENCE.gz
N14_INFCERVIX	Inflammatory disease of cervix uteri	Genitourinary system	449	49639	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_INFCERVIX.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_INFCERVIX.gz
N14_INFLAMMBREAST	Inflammatory disorders of breast	Genitourinary system	293	50767	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_INFLAMMBREAST.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_INFLAMMBREAST.gz
N14_INFLUTH	Inflammatory disease of uterus	Genitourinary system	812	49639	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_INFLUTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_INFLUTH.gz
N14_ISOLPROTEINURIA	Isolated proteinuria with specified morphological lesion	Genitourinary system	145	94998	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_ISOLPROTEINURIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_ISOLPROTEINURIA.gz
N14_KIDUROTH	Other disorders of kidney and ureter	Genitourinary system	516	95983	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_KIDUROTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_KIDUROTH.gz
N14_LUMPNASBREAST	Unspecified lump in breast	Genitourinary system	983	50767	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_LUMPNASBREAST.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_LUMPNASBREAST.gz
N14_MALEGEN	Diseases of male genital organs	Genitourinary system	8456	33781	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_MALEGEN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_MALEGEN.gz
N14_MALEINFERT	Male infertility	Genitourinary system	239	33781	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_MALEINFERT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_MALEINFERT.gz
N14_MENOPAUSOT	Other menopausal disorders	Genitourinary system	469	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_MENOPAUSOT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_MENOPAUSOT.gz
N14_MESNRUIRREG	Excessive, freguent and irrelgular menstruation	Genitourinary system	7453	31753	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_MESNRUIRREG.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_MESNRUIRREG.gz
N14_NEPHRITICNAS	Unspesified nephritic syndrome	Genitourinary system	497	94998	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_NEPHRITICNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_NEPHRITICNAS.gz
N14_NEPHROTICSYND	Nephrotic syndrome	Genitourinary system	137	94998	gs://finngen-public-data-r2/summary_stats/finngen_r2_N14_NEPHROTICSYND.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_N14_NEPHROTICSYND.gz
